抓取時間,超連結,物件標題,物件價格,格局,地址 , 物件類型 , 屋齡 , 樓層,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183785&pi=100&st=&si=3&spu=adaafkd,鄉林原創精品美宅換屋首選,3950萬,2房2廳2衛1室61.81坪(建坪),台北市文山區富山路 , 大樓 , 16.9年 , 4 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182780&pi=100&st=&si=4&spu=adaafkd,K7內科文德收租寶888,2488萬,5房3廳3衛31.12坪(建坪),台北市內湖區文德路 , 公寓 , 42.8年 , 4 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS173813&pi=100&st=&si=5&spu=adaafkd,奇岩站全新兩房+車,2980萬,2房2廳1衛38.27坪(建坪),台北市北投區三合街一段 , 華廈 , 0.8年 , 6 / 8樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS26020&pi=100&st=&si=6&spu=adaafkd,萬隆捷運黃金三樓,2000萬,3房2廳1衛27.47坪(建坪),台北市文山區興隆路一段 , 公寓 , 48.4年 , 3 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS174007&pi=100&st=&si=7&spu=adaafkd,石牌稀有可停車公寓,2988萬,7房4廳3衛(含加蓋3房/2廳/1衛)42.4坪(建坪),台北市北投區尊賢街 , 公寓 , 49年 , 4 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184563&pi=100&st=&si=8&spu=adaafkd,FZ4免爬高優質3房美寓,1980萬,3房2廳2衛27.83坪(建坪),台北市大同區重慶北路三段 , 公寓 , 48年 , 2 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184415&pi=100&st=&si=9&spu=adaafkd,E2質感崗石露台三房車,5288萬,3房2廳3衛74.53坪(建坪),台北市內湖區民權東路六段 , 華廈 , 10.6年 , 5 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=TS131794&pi=100&st=&si=10&spu=adaafkd,403AO捷運景觀典雅美電梯,1188萬,1房1廳1衛15.3坪(建坪),台北市北投區光明路 , 華廈 , 42.5年 , 3 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185083&pi=101&st=&si=1&spu=adaafkd,GZ5捷運美妝電梯景觀四房,4698萬,4房2廳3衛72.68坪(建坪),台北市萬華區康定路 , 大樓 , 11.5年 , 11 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184837&pi=101&st=&si=2&spu=adaafkd,DZ3南港方正頂家大空間,1758萬,2房2廳1衛22.05坪(建坪),台北市南港區福德街 , 公寓 , 47.8年 , 4 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185396&pi=101&st=&si=3&spu=adaafkd,IZ5加蚋5分鐘整棟透天宅,3280萬,3房2廳2衛41.32坪(建坪),台北市萬華區萬大路 , 公寓 , 59.3年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS175720&pi=101&st=&si=4&spu=adaafkd,北投捷運邊間2樓採光佳,2250萬,3房2廳1衛29.48坪(建坪),台北市北投區大興街 , 公寓 , 44.9年 , 2 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185095&pi=101&st=&si=5&spu=adaafkd,F7圓山花博三面採光三房,2188萬,3房2廳1衛29.32坪(建坪),台北市大同區承德路三段 , 公寓 , 44.3年 , 4 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=XS125082&pi=101&st=&si=6&spu=adaafkd,胡適庭園壹樓,2388萬,3房2廳2衛31.24坪(建坪),台北市南港區研究院路二段 , 公寓 , 40.1年 , 1 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184968&pi=101&st=&si=7&spu=adaafkd,HZ7大橋頭之陽光明媚美寓,2980萬,4房2廳2衛40.55坪(建坪),台北市大同區延平北路二段 , 公寓 , 37.8年 , 4 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS175594&pi=101&st=&si=8&spu=adaafkd,美日僑管理電梯四房,3080萬,4房2廳2衛42.5坪(建坪),台北市士林區天母西路 , 華廈 , 44.1年 , 5 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=TS132367&pi=101&st=&si=9&spu=adaafkd,大理雲想家三房車,3750萬,3房2廳2衛50.89坪(建坪),台北市萬華區大理街 , 華廈 , 12.3年 , 5 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185940&pi=101&st=&si=10&spu=adaafkd,F9低公設電梯超值華廈,2888萬,3房2廳2衛39.12坪(建坪),台北市大同區重慶北路三段 , 華廈 , 43.4年 , 3 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185474&pi=102&st=&si=1&spu=ackabkd,文普國際大廈｜高樓四房,4418萬,4房2廳2衛50.15坪(建坪),台北市大安區基隆路二段 , 大樓 , 43.3年 , 8 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185707&pi=102&st=&si=2&spu=acaebkd,雙敦設籍首選,1538萬,降價1488,台北市松山區長安東路二段 , 大樓 , 40.2年 , 11 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS34361&pi=102&st=&si=3&spu=ackabkd,南京邊間三室+車位,4250萬,3室2廳2衛54.94坪(建坪),台北市松山區南京東路五段 , 大樓 , 42年 , 7 / 16樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185832&pi=102&st=&si=4&spu=ackabkd,H8世貿高樓美景四房,4380萬,4房2廳2衛50.14坪(建坪),台北市大安區基隆路二段 , 大樓 , 43.3年 , 8 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS34688&pi=102&st=&si=5&spu=ackabkd,水岫景觀大兩房車,3700萬,2房2廳1衛46.62坪(建坪),台北市中正區重慶南路三段 , 大樓 , 12.7年 , 5 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS176129&pi=102&st=&si=6&spu=ackabkd,萬中選一家居之最,9288萬,3房2廳2衛105.78坪(建坪),台北市士林區中山北路六段 , 大樓 , 21.8年 , 5 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS14031&pi=102&st=&si=7&spu=acaebkd,J9超站S延三捷運金店面,8245萬,降價8200,台北市大同區延平北路三段 , 大樓 , 5.4年 , 1 / 19樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS186493&pi=102&st=&si=8&spu=ackabkd,專任麟光捷運邊間３樓,2400萬,2房2廳2衛29.92坪(建坪),台北市大安區和平東路三段 , 公寓 , 45.3年 , 3 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS34812&pi=102&st=&si=9&spu=ackabkd,S1236和盛逸仙採光戶,4980萬,2房2廳2衛59.07坪(建坪),台北市信義區永吉路 , 大樓 , 27.7年 , 4 / 11樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS33574&pi=102&st=&si=10&spu=acaebkd,稀有麗水花園,8388萬,降價7988,台北市大安區金山南路二段 , 華廈 , 18.6年 , 6-7 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31389&pi=103&st=&si=1&spu=ackabkd,低總捷運電梯三房,2880萬,3室2廳2衛33.38坪(建坪),台北市信義區基隆路二段 , 大樓 , 41.7年 , 5 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS27942&pi=103&st=&si=2&spu=acaebkd,小巨蛋太子敦園3房車,7656萬,降價7588,台北市松山區光復北路 , 大樓 , 19.9年 , 2 / 11樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS175637&pi=103&st=&si=4&spu=aeaabkd,天母公園邊間美裝潢三房,2280萬,3房2廳2衛35.67坪(建坪),台北市北投區中山北路七段 , 華廈 , 40.2年 , 6 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS186029&pi=103&st=&si=5&spu=aeaabkd,DZ7松山捷運稀有兩房鼎家,1880萬,開放式29.81坪(建坪),台北市內湖區新明路 , 公寓 , 47.6年 , 4 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS34657&pi=103&st=&si=6&spu=aeaabkd,S1234萬大捷運獨棟電梯3房,2088萬,3房2廳1衛33.51坪(建坪),台北市萬華區武成街 , 華廈 , 21.1年 , 4 / 6樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS186220&pi=103&st=&si=7&spu=aeaabkd,GZ1西園吉祥低單價大四房,5480萬,4房2廳3衛92.54坪(建坪),台北市萬華區西園路二段 , 華廈 , 10.3年 , 4 / 9樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS176314&pi=103&st=&si=8&spu=aeaabkd,宏國芝園下疊庭院,3980萬,6房3廳4衛64.61坪(建坪),台北市士林區德行東路 , 公寓 , 36.6年 , B1-3 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS176184&pi=103&st=&si=9&spu=aeaabkd,關渡知行路超夯都更公寓3樓,1888萬,3房2廳2衛29.36坪(建坪),台北市北投區知行路 , 公寓 , 42.3年 , 3 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS148452&pi=104&st=&si=1&spu=adaakad,林蔭樹海高樓邊間大三房,4890萬,3房2廳2衛65.37坪(建坪),台北市萬華區中華路一段 , 大樓 , 12.3年 , 13 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS180513&pi=104&st=&si=3&spu=acaafkh,J11捷運站旁低總價金店面,788萬,0房1廳0衛6.45坪(建坪),台北市大安區忠孝東路四段 , 大樓 , 36.8年 , 3 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184316&pi=104&st=&si=5&spu=acaafkg,中山國小捷運小資C,818萬,0房0廳1衛9.01坪(建坪),台北市中山區林森北路 , 華廈 , 28.3年 , 9 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185756&pi=104&st=&si=6&spu=acaafkg,中山國小捷運小資E,838萬,開放式9.23坪(建坪),台北市中山區林森北路 , 華廈 , 28.3年 , 5 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS141521&pi=104&st=&si=7&spu=acaakak,古亭站口/三車位(可單獨買,500萬,1.38坪(建坪),台北市中正區羅斯福路二段 , 大樓 , 17.7年 , 2 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS23004&pi=104&st=&si=9&spu=acaakak,饒河塔式休旅車位,80萬,0.41坪(建坪),台北市松山區八德路四段 , 大樓 , 22.4年 , 1 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183150&pi=104&st=&si=10&spu=acaafkf,JZ2台北車站低總燙金店面,998萬,開放式2.49坪(建坪),台北市中正區開封街一段 , 其他 , 36.2年 , 1 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185786&pi=105&st=&si=1&spu=acaafkf,中山國小捷運小資G,920萬,開放式10.17坪(建坪),台北市中山區林森北路 , 華廈 , 28.3年 , 9 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185764&pi=105&st=&si=2&spu=acaafkf,中山國小捷運小資F,918萬,開放式10.14坪(建坪),台北市中山區林森北路 , 華廈 , 28.3年 , 9 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=XS124456&pi=105&st=&si=3&spu=acaafke,捷運中山國小全新時尚套房,1098萬,1房1廳1衛11.33坪(建坪),台北市中山區新生北路三段 , 大樓 , 43.8年 , 3 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184311&pi=105&st=&si=4&spu=acaafke,BZ6中山國小捷運小豪宅,1098萬,1房1廳1衛11.33坪(建坪),台北市中山區新生北路三段 , 大樓 , 43.8年 , 3 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183876&pi=105&st=&si=5&spu=acaafke,新生北電梯美套,1098萬,1房1廳1衛11.33坪(建坪),台北市中山區新生北路三段 , 大樓 , 43.8年 , 3 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS165890&pi=105&st=&si=6&spu=acaafkd,福林黃金美寓,2460萬,3房2廳1衛29.49坪(建坪),台北市士林區福林路 , 公寓 , 39.8年 , 3 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS24605&pi=105&st=&si=7&spu=acaafkd,北車博愛名座挑高店王,26800萬,OPEN196.86坪(建坪),台北市中正區博愛路 , 大樓 , 26.1年 , 1 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS168673&pi=105&st=&si=8&spu=acaafkd,美日僑獨棟美透天,9280萬,5房2廳4衛43.07坪(建坪),台北市士林區士東路 , 透天 , 55.8年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30165&pi=105&st=&si=9&spu=acaafkd,&面仁愛國小電梯三房,5280萬,3房2廳2衛44.32坪(建坪),台北市大安區信義路四段 , 華廈 , 48.2年 , 6 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS165243&pi=105&st=&si=10&spu=acaafkd,捷運出口金店面,4280萬,1房2廳1衛52.27坪(建坪),台北市北投區光明路 , 大樓 , 19.6年 , 1 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS26870&pi=106&st=&si=1&spu=acaafkd,SOGO國泰電梯高樓,5288萬,7房7衛45.61坪(建坪),台北市大安區復興南路一段 , 大樓 , 51.8年 , 12 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS27359&pi=106&st=&si=2&spu=acaafkd,敦南大土地一樓,6880萬,7房2廳2衛29.32坪(建坪),台北市大安區敦化南路二段 , 公寓 , 47.3年 , 1 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS180610&pi=106&st=&si=3&spu=acaafkd,忠泰繹 豪邸,13000萬,4房2廳2.5衛117.47坪(建坪),台北市信義區市民大道六段 , 大樓 , 9.9年 , 10 / 16樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS181340&pi=106&st=&si=4&spu=acaafkd,G2內湖站精妝四房車,8189萬,4房2廳2衛93.67坪(建坪),台北市內湖區成功路四段 , 大樓 , 11.4年 , 4 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31230&pi=106&st=&si=5&spu=acaafkd,雙敦三角大面寬住辦,11800萬,依現況115.39坪(建坪),台北市松山區光復南路 , 華廈 , 42.9年 , 1 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS26910&pi=106&st=&si=6&spu=acaafkd,敦南遠企三角金店面,8800萬,0房1廳1衛40.16坪(建坪),台北市大安區敦化南路二段 , 大樓 , 39.6年 , 1 / 19樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS26667&pi=106&st=&si=7&spu=acaafkd,101國際商辦,3780萬,1廳34坪(建坪),台北市信義區基隆路一段 , 大樓 , 17.3年 , 7 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS181007&pi=106&st=&si=8&spu=acaafkd,CZ1河岸全新美裝2房車,3958萬,2房2廳2衛40.32坪(建坪),台北市中正區水源路 , 大樓 , 5.6年 , 2 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS179705&pi=106&st=&si=9&spu=acaafkd,J14公館捷運大面寬金店,29800萬,0房2廳0衛58.92坪(建坪),台北市中正區羅斯福路四段 , 大樓 , 21.8年 , 1 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS28620&pi=106&st=&si=10&spu=acaafkd,雙敦近捷運電梯四房,5500萬,4房2廳2衛63.49坪(建坪),台北市松山區南京東路四段 , 大樓 , 45.9年 , 4 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS181102&pi=107&st=&si=1&spu=acaafkd,C6天水華廈露臺戶,3688萬,2房2廳1衛38.88坪(建坪),台北市大同區天水路 , 大樓 , 16年 , 2 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS28326&pi=107&st=&si=2&spu=acaafkd,近大巨蛋華廈正兩房,3398萬,2房2廳1衛28.05坪(建坪),台北市大安區延吉街 , 華廈 , 46.3年 , 3 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS25689&pi=107&st=&si=3&spu=acaafkd,麟光精裝鼎佳大空間美寓,2350萬,2房2廳2衛24.91坪(建坪),台北市信義區和平東路三段 , 公寓 , 45.8年 , 5 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS28436&pi=107&st=&si=4&spu=acaafkd,國館華視珍稀一樓,6880萬,2房2廳1衛36.93坪(建坪),台北市大安區光復南路 , 華廈 , 43.7年 , 1 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS181522&pi=107&st=&si=5&spu=acaafkd,泰然璞真,22988萬,3+1房/3廳/5衛213.27坪(建坪),台北市大安區潮州街 , 大樓 , 10.1年 , 11 / 16樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS29263&pi=107&st=&si=6&spu=acaafkd,忠孝復興101絕美華廈,4500萬,2房2廳1衛33.27坪(建坪),台北市大安區復興南路一段 , 大樓 , 42.9年 , 16 / 16樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS98678&pi=107&st=&si=7&spu=acaafkd,陽明山仰德傳家寶,36000萬,442.47坪(地坪),台北市士林區仰德大道三段 , 透天 , 62.2年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30302&pi=107&st=&si=8&spu=acaafkd,錦州公園3房美妝宅,2288萬,3房2廳2衛26.24坪(建坪),台北市中山區錦州街 , 公寓 , 56.9年 , 3 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS181404&pi=107&st=&si=9&spu=acaafkd,松捷翔譽精緻宅,1398萬,1房1廳1衛11.92坪(建坪),台北市松山區八德路四段 , 大樓 , 10.9年 , 10 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS28986&pi=107&st=&si=10&spu=acaafkd,通化街透天厝(1F-3F),2999萬,2房2廳3衛33.42坪(建坪),台北市大安區通化街 , 透天 , 34.1年 , 1-3 / 3樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS29533&pi=108&st=&si=1&spu=acaafkd,大橋頭站全新靜巷3房,3500萬,3房2廳2衛37.87坪(建坪),台北市大同區延平北路二段 , 華廈 , 0.9年 , 2 / 9樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182458&pi=108&st=&si=2&spu=acaafkd,CZ6西門捷運高樓成家二房,2480萬,2房2廳1衛29.05坪(建坪),台北市萬華區長沙街二段 , 大樓 , 12.8年 , 13 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS02447&pi=108&st=&si=3&spu=acaafkd,B5公館捷運高樓景觀美宅,1888萬,1房1廳1衛11.44坪(建坪),台北市中正區羅斯福路四段 , 大樓 , 18.9年 , 12 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182580&pi=108&st=&si=4&spu=acaafkd,FZ3吉林錦洲公園美三房,2388萬,3房2廳2衛26.24坪(建坪),台北市中山區錦州街 , 公寓 , 56.9年 , 3 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS179123&pi=108&st=&si=5&spu=acaafkd,復北興安美寓,2880萬,3房2廳2衛29.66坪(建坪),台北市松山區興安街 , 公寓 , 42.4年 , 4 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS26477&pi=108&st=&si=6&spu=acaafkd,SOGO人潮金店面,8888萬,OPEN46.83坪(建坪),台北市大安區敦化南路一段 , 公寓 , 56.4年 , 1 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=OS191976&pi=108&st=&si=7&spu=acaafkd,193X大安捷運高樓三房,3380萬,3房2廳1衛30.54坪(建坪),台北市大安區和平東路三段 , 大樓 , 39.5年 , 12 / 17樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS180716&pi=108&st=&si=8&spu=acaafkd,J13復北捷運高樓美景辦公,39000萬,0房3廳4衛444.75坪(建坪),台北市松山區復興北路 , 大樓 , 40.2年 , 13 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183647&pi=108&st=&si=9&spu=acaafkd,南京復興捷運３房,2380萬,3房2廳2衛21.98坪(建坪),台北市中山區長安東路二段 , 公寓 , 59.4年 , 2 / 3樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182102&pi=108&st=&si=10&spu=acaafkd,太平洋干邑三房車位,4395萬,3房2廳2衛60.26坪(建坪),台北市文山區興隆路二段 , 大樓 , 10.4年 , 9 / 11樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182066&pi=109&st=&si=1&spu=acaafkd,F10中山晶華電梯美三房,1780萬,3房2廳1衛18.8坪(建坪),台北市中山區林森北路 , 大樓 , 47.8年 , 9 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182918&pi=109&st=&si=2&spu=acaafkd,D4面公園近捷運景觀兩房,1388萬,2房2廳1衛10.92坪(建坪),台北市中山區中山北路二段 , 華廈 , 46.8年 , 6 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182399&pi=109&st=&si=3&spu=acaafkd,中山凱宴精美兩房車,3388萬,2房2廳1衛38.02坪(建坪),台北市中山區新生北路二段 , 大樓 , 8.4年 , 8 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS171244&pi=109&st=&si=4&spu=acaafkd,新北投捷運文青庭院透天,2588萬,2房1廳1衛23.41坪(建坪),台北市北投區永興路二段 , 透天 , 59.3年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS171501&pi=109&st=&si=5&spu=acaafkd,政大稀有大坪數透天,11888萬,6房4廳4衛64.22坪(建坪),台北市文山區萬壽路 , 透天 , 50.2年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182120&pi=109&st=&si=6&spu=acaafkd,A晶華商圈精美電梯三房,1780萬,3房2廳1衛18.8坪(建坪),台北市中山區林森北路 , 大樓 , 47.8年 , 9 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS28203&pi=109&st=&si=7&spu=acaafkd,信義安和捷運邊間四房,4780萬,4房2廳2衛46.84坪(建坪),台北市大安區信義路四段 , 華廈 , 39.3年 , 2 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30136&pi=109&st=&si=8&spu=acaafkd,仁愛靜園10樓車,7680萬,2房2廳2衛65.25坪(建坪),台北市中正區仁愛路二段 , 大樓 , 44年 , 10 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30365&pi=109&st=&si=9&spu=acaafkd,忠泰味3房坡車景觀戶,7768萬,3房2廳2衛61.59坪(建坪),台北市中山區林森北路 , 大樓 , 11年 , 21 / 24樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=XS121858&pi=109&st=&si=10&spu=acaafkd,中山區德惠街邊間店面,2480萬,1房2廳1衛30.19坪(建坪),台北市中山區德惠街 , 其他 , 41年 , 1 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31524&pi=110&st=&si=1&spu=acaafkd,101面公園名邸,9998萬,3房2廳2衛84.78坪(建坪),台北市信義區松平路 , 華廈 , 24.2年 , 6 / 6樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=QS26852&pi=110&st=&si=2&spu=acaafkd,H6027 台北車站旺族名門,4688萬,3房2廳2衛41.12坪(建坪),台北市大同區長安西路 , 大樓 , 36.3年 , 10 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS172230&pi=110&st=&si=3&spu=acaafkd,景美夜市稀有釋出店面,3800萬,0房1廳1衛28.13坪(建坪),台北市文山區景美街 , 大樓 , 29年 , 1 / 11樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183262&pi=110&st=&si=4&spu=acaafkd,HZ4古亭捷運獨戶雅寓,2380萬,4房1廳1衛27.58坪(建坪),台北市中正區晉江街 , 公寓 , 43.1年 , 3 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS170629&pi=110&st=&si=5&spu=acaafkd,威靈頓古典傳奇別墅,5800萬,4房2廳3衛69.3坪(建坪),台北市北投區崇仰六路 , 別墅 , 58.4年 , 1 / 樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30130&pi=110&st=&si=6&spu=acaafkd,靜園樓中樓雙車,15360萬,5房3廳5衛130.5坪(建坪),台北市中正區仁愛路二段 , 大樓 , 44年 , 10-11 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31042&pi=110&st=&si=7&spu=acaafkd,龍華捷運公園一樓,2950萬,2房2廳2衛33.52坪(建坪),台北市南港區忠孝東路六段 , 華廈 , 40.3年 , 1 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS29878&pi=110&st=&si=8&spu=acaafkd,國美華爾道夫稀有邊間,9880萬,3房2廳2衛92.44坪(建坪),台北市中山區長春路 , 大樓 , 19.5年 , 5 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182751&pi=110&st=&si=9&spu=acaafkd,正隆官邸四房全新落成,10800萬,4房2廳2.5衛95.31坪(建坪),台北市中正區杭州南路一段 , 大樓 , 1.2年 , 5 / 22樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182058&pi=110&st=&si=10&spu=acaafkd,中山晶華典雅美3房,1780萬,3房2廳1衛18.8坪(建坪),台北市中山區林森北路 , 大樓 , 47.8年 , 9 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31047&pi=111&st=&si=1&spu=acaafkd,&中正學區正文仁愛2房,3398萬,2房2廳1衛19.45坪(建坪),台北市中正區杭州南路一段 , 華廈 , 8.6年 , 5 / 7樓,,,
