抓取時間,超連結,物件標題,地址,原始坪數,實際坪數,格局,價格
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02369124.html?city=Taipei&zip=105&type=2,B119南京久石讓鋼骨高樓,台北市松山區南京東路四段,建坪 : 94.32坪 , 主 + 陽 : 55.69坪,2房1廳2.0衛,10700萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02436906.html?city=Taipei&zip=105&type=2,B118南京久石讓尊榮大戶,台北市松山區南京東路四段,建坪 : 204.20坪 , 主 + 陽 : 122.76坪,4房2廳4.0衛,23980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02281889.html?city=Taipei&zip=116&type=1,景興路超大面寬店面,台北市文山區景興路,建坪 : 35.71坪 , 主建物 : 35.71坪,0房2廳2.0衛,3580萬4580 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02366310.html?city=Taipei&zip=103&type=1,北車雙子星4分鐘公寓三樓,台北市大同區重慶北路一段,建坪 : 12.62坪 , 主建物 : 12.62坪,1房1廳1.0衛,1399萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02430725.html?city=Taipei&zip=104&type=2,中山國小捷運電梯大套房,台北市中山區新生北路三段,建坪 : 11.33坪 , 主建物 : 8.02坪,1房1廳1.0衛,1098萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02280224.html?city=Taipei&zip=104&type=2,中山捷運電梯裝潢套房-340,台北市中山區新生北路三段,建坪 : 11.33坪 , 主建物 : 8.02坪,1房1廳1.0衛,1098萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02414982.html?city=Taipei&zip=111&type=2,天母奇跡一層一戶+車位,台北市士林區東山路,建坪 : 82.90坪 , 主 + 陽 : 41.63坪,4房2廳2.0衛,6980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02333135.html?city=Taipei&zip=104&type=3,捷運精緻一房,台北市中山區新生北路三段,建坪 : 11.33坪 , 主建物 : 8.02坪,1房1廳1.0衛,1098萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02354473.html?city=Taipei&zip=111&type=4,現代幸福大四房車宅,台北市士林區中山北路七段,建坪 : 76.48坪 , 主 + 附 : 57.04坪,4房2廳2.0衛,4980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02370561.html?city=Taipei&zip=104&type=2,中山國小時尚小資美宅,台北市中山區新生北路三段,建坪 : 11.33坪 , 主建物 : 8.02坪,1房1廳1.0衛,1098萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02370529.html?city=Taipei&zip=104&type=4,台北龍江正店面附車位,台北市中山區龍江路,建坪 : 36.18坪 , 主 + 陽 : 19.54坪,0房2廳1.0衛,3990萬4350 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02324963.html?city=Taipei&zip=114&type=4,金元寶低總價套房,台北市內湖區東湖路,建坪 : 7.70坪 , 主 + 陽 : 5.53坪,1房1廳1.0衛,898萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02366262.html?city=Taipei&zip=105&type=2,南京三民黃金雙店面,台北市松山區寶清街,建坪 : 63.78坪 , 主 + 附 : 43.98坪,0房0廳1.0衛,7158萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02366297.html?city=Taipei&zip=114&type=1,門前可停車店辦帶地下室,台北市內湖區民權東路六段,建坪 : 59.18坪 , 主 + 附 : 59.18坪,0房2廳2.0衛,3268萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02362127.html?city=Taipei&zip=106&type=2,信義安和甲第琴宮四房電梯高樓,台北市大安區信義路四段,建坪 : 42.31坪 , 主 + 陽 : 39.41坪,4房2廳2.0衛,4860萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02229100.html?city=Taipei&zip=104&type=2,中山國小捷運浪漫屋,台北市中山區新生北路三段,建坪 : 11.33坪 , 主建物 : 8.03坪,1房1廳1.0衛,1098萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02366287.html?city=Taipei&zip=104&type=2,中山國小捷運旁套房,台北市中山區新生北路三段,建坪 : 11.33坪 , 主建物 : 8.02坪,1房1廳1.0衛,1098萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02414984.html?city=Taipei&zip=111&type=2,大葉島耕座精美三房加車位,台北市士林區士東路,建坪 : 63.59坪 , 主 + 陽 : 31.89坪,3房2廳2.0衛,4888萬4988 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02412037.html?city=Taipei&zip=104&type=2,晶華邊間高樓景觀宅,台北市中山區長春路,建坪 : 31.59坪 , 主 + 陽 : 23.37坪,2房1廳1.0衛,2600萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02421320.html?city=Taipei&zip=111&type=4,天母豪宅一樓,台北市士林區中山北路七段,建坪 : 76.48坪 , 主 + 附 : 57.04坪,4房2廳2.0衛,4700萬4980 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02412034.html?city=Taipei&zip=104&type=2,正面公園捷運新婚美兩房,台北市中山區中山北路二段,建坪 : 10.92坪 , 主 + 陽 : 9.82坪,2房1廳1.0衛,1388萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02414579.html?city=Taipei&zip=104&type=1,南京復興大土持分3房,台北市中山區長安東路二段,建坪 : 21.98坪 , 主 + 陽 : 21.98坪,3房2廳2.0衛,2380萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02359231.html?city=Taipei&zip=104&type=4,T718中山黃金美妝套房B,台北市中山區松江路,建坪 : 10.35坪 , 主建物 : 6.47坪,1房1廳1.0衛,928萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02431026.html?city=Taipei&zip=104&type=4,T719中山黃金美妝套房A,台北市中山區松江路,建坪 : 11.04坪 , 主建物 : 6.90坪,1房1廳1.0衛,958萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02350442.html?city=Taipei&zip=111&type=4,幸福大廈美妝4房車,台北市士林區中山北路七段,建坪 : 76.48坪 , 主 + 附 : 69.24坪,5房2廳2.0衛,4980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02366296.html?city=Taipei&zip=104&type=2,雙捷運晶華商圈電梯3房,台北市中山區林森北路,建坪 : 18.80坪 , 主建物 : 16.21坪,3房2廳1.0衛,1780萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02366250.html?city=Taipei&zip=104&type=1,雙捷運公園美寓3房,台北市中山區錦州街,建坪 : 26.24坪 , 主建物 : 26.24坪,3房2廳2.0衛,2288萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02419370.html?city=Taipei&zip=112&type=5,明德捷運懷德街透天,台北市北投區懷德街,建坪 : 40.64坪 , 主 + 陽 : 39.00坪,4房2廳3.0衛,7980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02280266.html?city=Taipei&zip=111&type=4,天母幸福4房+車位一樓-324,台北市士林區中山北路七段,建坪 : 76.49坪 , 主 + 附 : 57.04坪,4房2廳2.0衛,4700萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02419356.html?city=Taipei&zip=111&type=2,川普至善Villa~故宮小豪宅,台北市士林區至善路二段,建坪 : 34.84坪 , 主 + 陽 : 15.01坪,1房1廳1.0衛,2880萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02214980.html?city=Taipei&zip=106&type=4,潮州街一樓大戶,台北市大安區潮州街,建坪 : 49.61坪 , 主 + 附 : 42.74坪,2房3廳3.0衛,8980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA01970912.html?city=Taipei&zip=114&type=2,五期築丰美涵美妝四房,台北市內湖區新豐街,建坪 : 67.06坪 , 主 + 陽 : 32.05坪,4房2廳2.0衛,6800萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02337267.html?city=Taipei&zip=100&type=5,北車錢潮透天金店面,台北市中正區懷寧街,建坪 : 52.25坪 , 主建物 : 52.25坪,2房0廳2.0衛,11980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02336886.html?city=Taipei&zip=111&type=4,幸福成家三代同堂首選綠意大空間,台北市士林區中山北路七段,建坪 : 76.49坪 , 主 + 附 : 57.04坪,5房2廳2.0衛,4700萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02405647.html?city=Taipei&zip=105&type=2,南京三民金牌店面+車位,台北市松山區三民路,建坪 : 109.16坪 , 主 + 陽 : 63.21坪,0房2廳2.0衛,11000萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02412027.html?city=Taipei&zip=104&type=2,中山邊間採光電梯三房,台北市中山區林森北路,建坪 : 20.26坪 , 主 + 陽 : 17.59坪,3房2廳1.0衛,1980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02363468.html?city=Taipei&zip=108&type=1,西門町 唐吉軻德旁黃金鬧區店面,台北市萬華區武昌街二段,建坪 : 10.75坪 , 主 + 附 : 7.29坪,0房1廳0.0衛,7680萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02419381.html?city=Taipei&zip=111&type=4,菁山邸輕奢二房車 A,台北市士林區菁山路,建坪 : 25.52坪 , 主 + 陽 : 15.80坪,2房1廳1.0衛,1902萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02405683.html?city=Taipei&zip=105&type=2,南京捷運超值商辦,台北市松山區南京東路五段,建坪 : 197.82坪 , 主 + 陽 : 126.23坪,0房1廳0.0衛,13200萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02128233.html?city=Taipei&zip=114&type=2,竹城有樂町美裝2房車,台北市內湖區五分街,建坪 : 37.68坪 , 主 + 陽 : 18.22坪,2房2廳1.0衛,3198萬3398 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02369982.html?city=Taipei&zip=114&type=2,湖山妍藍天綠地三房雙車,台北市內湖區內湖路三段,建坪 : 83.03坪 , 主 + 陽 : 37.19坪,3房2廳2.0衛,5450萬5588 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02419359.html?city=Taipei&zip=112&type=2,榮華特區知名電梯3房,台北市北投區榮華二路,建坪 : 41.06坪 , 主 + 陽 : 36.36坪,3房2廳2.0衛,3980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02419323.html?city=Taipei&zip=111&type=1,天母Sogo商圈店面,台北市士林區中山北路六段,建坪 : 75.67坪 , 主 + 陽 : 73.63坪,0房0廳0.0衛,8600萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02311258.html?city=Taipei&zip=114&type=2,獨家專任錦繡山林綠景樓中樓大戶,台北市內湖區內湖路三段,建坪 : 123.22坪 , 主 + 陽 : 73.14坪,5房3廳4.0衛,5088萬5680 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02419329.html?city=Taipei&zip=111&type=5,陽明山建業路收租透天,台北市士林區建業路,建坪 : 23.56坪 , 主 + 附 : 23.56坪,14房0廳13.0衛,3500萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TB02412250.html?city=Taipei&zip=116&type=1,萬利街公園旁捷運美宅,台北市文山區萬利街,建坪 : 35.99坪 , 主 + 陽 : 33.68坪,3房2廳2.0衛,2150萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02411220.html?city=Taipei&zip=111&type=4,天母里昂~芝山捷運電梯三房車,台北市士林區雨聲街,建坪 : 59.69坪 , 主 + 陽 : 31.31坪,3房2廳2.0衛,4558萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02300873.html?city=Taipei&zip=106&type=1,正通化街黃金店面,台北市大安區通化街,建坪 : 32.34坪 , 主 + 陽 : 23.37坪,2房2廳1.0衛,9800萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02405475.html?city=Taipei&zip=111&type=1,逸庭大空間美屋,台北市士林區礦溪街,建坪 : 41.96坪 , 主 + 陽 : 33.31坪,4房2廳3.0衛,2750萬2900 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02369989.html?city=Taipei&zip=114&type=4,白馬貴族樓中樓,台北市內湖區民權東路六段,建坪 : 72.65坪 , 主 + 陽 : 42.85坪,5房2廳2.0衛,5680萬5860 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02369971.html?city=Taipei&zip=114&type=5,麗湖別墅亞歷山大四房,台北市內湖區金湖路,建坪 : 56.19坪 , 主 + 陽 : 52.23坪,4房2廳3.0衛,4580萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02369972.html?city=Taipei&zip=114&type=4,美秀館稀有庭院一樓,台北市內湖區新明路,建坪 : 31.47坪 , 主 + 陽 : 13.88坪,2房2廳1.0衛,2188萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02255925.html?city=Taipei&zip=108&type=2,近家樂福電梯兩房車位,台北市萬華區長沙街二段,建坪 : 29.05坪 , 主 + 陽 : 14.86坪,2房1廳1.0衛,2480萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02370541.html?city=Taipei&zip=110&type=4,永春捷運海華方正3房,台北市信義區忠孝東路五段,建坪 : 35.78坪 , 主 + 陽 : 32.52坪,3房2廳2.0衛,3666萬3970 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02309648.html?city=Taipei&zip=116&type=2,木柵未來環狀線捷運透天,台北市文山區木柵路一段,建坪 : 72.18坪 , 主建物 : 72.18坪,0房0廳0.0衛,15000萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02407786.html?city=Taipei&zip=103&type=2,捷運亮麗三房附車位,台北市大同區重慶北路三段,建坪 : 55.34坪 , 主 + 陽 : 30.72坪,3房2廳2.0衛,4460萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02414977.html?city=Taipei&zip=111&type=2,全陽豐會SRC豪邸三房車位,台北市士林區全陽豐會A１,建坪 : 68.65坪 , 主 + 陽 : 35.57坪,3房2廳2.0衛,5498萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02364279.html?city=Taipei&zip=114&type=4,四期美式傳家堡＊舒適明亮樓中樓,台北市內湖區民權東路六段,建坪 : 83.79坪 , 主 + 陽 : 54.10坪,4房3廳2.0衛,6980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02431233.html?city=Taipei&zip=104&type=2,全新裝潢近捷運有管理3房,台北市中山區林森北路,建坪 : 18.80坪 , 主建物 : 16.21坪,3房1廳1.0衛,1850萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02404224.html?city=Taipei&zip=105&type=1,民生社區知名連鎖金店面,台北市松山區民生東路五段,建坪 : 42.06坪 , 主 + 附 : 42.06坪,0房1廳1.0衛,12200萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02363778.html?city=Taipei&zip=104&type=2,基泰高樓挑高4.38米附車位,台北市中山區長春路,建坪 : 67.84坪 , 主 + 陽 : 44.76坪,2房2廳2.0衛,6980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02221921.html?city=Taipei&zip=114&type=1,行政公寓精裝美屋,台北市內湖區民權東路六段,建坪 : 30.83坪 , 主 + 陽 : 28.25坪,3房2廳2.0衛,2288萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02324974.html?city=Taipei&zip=114&type=1,港墘絕佳地點方正公寓,台北市內湖區內湖路一段,建坪 : 36.96坪 , 主 + 陽 : 36.94坪,3房2廳2.0衛,2580萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02323363.html?city=Taipei&zip=105&type=3,新光採光套房,台北市松山區民生東路,建坪 : 8.10坪 , 主 + 陽 : 6.65坪,1房1廳1.0衛,1088萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02405668.html?city=Taipei&zip=104&type=1,南京復興美妝三房,台北市中山區長安東路二段,建坪 : 21.98坪 , 主 + 陽 : 21.98坪,3房2廳2.0衛,2450萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02405669.html?city=Taipei&zip=105&type=2,南京光復高樓方正純辦,台北市松山區南京東路四段,建坪 : 20.63坪 , 主 + 陽 : 16.91坪,0房1廳0.0衛,1988萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02350453.html?city=Taipei&zip=114&type=4,佳元湖伴高樓精裝兩房,台北市內湖區內湖路二段,建坪 : 21.06坪 , 主 + 陽 : 13.16坪,2房1廳1.0衛,2788萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02220777.html?city=Taipei&zip=105&type=1,捷運公寓頂加隔間收租套房,台北市松山區塔悠路,建坪 : 30.09坪 , 主 + 陽 : 30.09坪,5房0廳5.0衛,2260萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02363742.html?city=Taipei&zip=104&type=2,忠泰味無敵豪景3房名邸,台北市中山區林森北路,建坪 : 61.59坪 , 主 + 陽 : 33.97坪,3房2廳2.0衛,7768萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02350437.html?city=Taipei&zip=114&type=2,昇陽南法鄉村風庭院戶,台北市內湖區金龍路,建坪 : 71.53坪 , 主 + 附 : 60.27坪,5房2廳3.0衛,5388萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02411743.html?city=Taipei&zip=105&type=2,泰無限金店面+車位,台北市松山區三民路,建坪 : 46.89坪 , 主 + 陽 : 27.46坪,0房1廳1.0衛,5200萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02333099.html?city=Taipei&zip=104&type=2,雙捷中山電梯精裝三房,台北市中山區林森北路,建坪 : 22.02坪 , 主建物 : 20.58坪,3房2廳1.0衛,2100萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02333951.html?city=Taipei&zip=106&type=2,黑松豪辦底商,台北市大安區信義路四段,建坪 : 82.00坪 , 主建物 : 74.89坪,11房0廳11.0衛,3800萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02414920.html?city=Taipei&zip=111&type=5,稀有平地大庭院傳家邸,台北市士林區士東路,建坪 : 215.11坪 , 主 + 陽 : 215.11坪,7房2廳4.0衛,22000萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA01643848.html?city=Taipei&zip=106&type=2,忠孝復興高樓收租臻品,台北市大安區忠孝東路三段,建坪 : 38.27坪 , 主 + 陽 : 27.78坪,6房0廳5.0衛,4168萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02414919.html?city=Taipei&zip=111&type=5,仰德大道美景美別墅,台北市士林區仰德大道二段,建坪 : 96.86坪 , 主 + 附 : 96.86坪,0房2廳0.0衛,18000萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02309609.html?city=Taipei&zip=108&type=2,【西門町】商圈人潮賺錢金店面,台北市萬華區貴陽街二段,建坪 : 41.46坪 , 主建物 : 36.89坪,0房0廳0.0衛,5888萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02360619.html?city=Taipei&zip=116&type=1,景文高中公寓 (II),台北市文山區保儀路,建坪 : 32.66坪 , 主 + 陽 : 32.66坪,3房2廳1.0衛,1680萬1720 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02333098.html?city=Taipei&zip=104&type=4,雙捷晶華電梯精裝三房,台北市中山區林森北路,建坪 : 18.80坪 , 主建物 : 16.21坪,2房2廳1.0衛,1850萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02411730.html?city=Taipei&zip=105&type=2,南京三民黃金店面,台北市松山區三民路,建坪 : 44.16坪 , 主建物 : 20.69坪,1房1廳1.0衛,5400萬
2024/11/28 09:18,https://www.twhg.com.tw/house_B702205638.html?city=Taipei&zip=114&type=1,內湖星雲街美兩房,台北市內湖區星雲街,建坪 : 20.16坪 , 主 + 陽 : 18.34坪,2房2廳1.0衛,1480萬1680 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02360618.html?city=Taipei&zip=116&type=1,景文高中公寓 (I),台北市文山區保儀路,建坪 : 32.66坪 , 主 + 陽 : 32.66坪,2房3廳1.5衛,1780萬1840 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02265822.html?city=Taipei&zip=106&type=2,大安區正義店面,台北市大安區建國南路一段,建坪 : 29.16坪 , 主 + 附 : 21.19坪,0房0廳0.0衛,3988萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02300852.html?city=Taipei&zip=111&type=5,陽明山精選電梯別墅過院來,台北市士林區中庸二路,建坪 : 193.92坪 , 主 + 陽 : 125.80坪,6房2廳6.0衛,10800萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02414915.html?city=Taipei&zip=111&type=1,芝山捷運大車庫庭院一樓,台北市士林區中山北路六段,建坪 : 34.25坪 , 主 + 附 : 34.25坪,3房3廳2.0衛,4350萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02404219.html?city=Taipei&zip=105&type=5,民生社區極稀有透天,台北市松山區民生東路四段,建坪 : 57.24坪 , 主 + 附 : 57.24坪,4房2廳3.0衛,9800萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02362137.html?city=Taipei&zip=111&type=4,近劍潭捷運大面寬車庫一樓,台北市士林區承德路四段,建坪 : 53.90坪 , 主 + 附 : 47.66坪,2房2廳1.0衛,3750萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02405490.html?city=Taipei&zip=115&type=4,後山埤捷運出口超大面寬金店面,台北市南港區玉成街,建坪 : 81.91坪 , 主建物 : 74.50坪,0房1廳2.0衛,31888萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02406336.html?city=Taipei&zip=112&type=2,關渡平原景聽禾電梯三房,台北市北投區大業路,建坪 : 49.87坪 , 主 + 陽 : 26.29坪,3房2廳2.0衛,4588萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02405491.html?city=Taipei&zip=115&type=5,南港後山埤稀有釋出透天附車位,台北市南港區玉成街,建坪 : 77.15坪 , 主 + 陽 : 54.46坪,3房2廳4.0衛,7888萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02405495.html?city=Taipei&zip=108&type=2,萬華御萬園熱門三景觀佳,台北市萬華區東園街,建坪 : 68.02坪 , 主 + 陽 : 39.43坪,3房2廳2.0衛,4960萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02350452.html?city=Taipei&zip=114&type=1,港墘正737黃金三樓,台北市內湖區內湖路一段,建坪 : 25.83坪 , 主 + 陽 : 25.83坪,3房2廳1.0衛,1958萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02417912.html?city=Taipei&zip=111&type=4,稀有2%公設比-天母華廈,台北市士林區中山北路七段,建坪 : 51.44坪 , 主 + 陽 : 50.41坪,4房2廳2.0衛,2980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02265818.html?city=Taipei&zip=100&type=5,北車黃金收租店面,台北市中正區南陽街,建坪 : 115.28坪 , 主建物 : 115.28坪,0房0廳0.0衛,25000萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02362145.html?city=Taipei&zip=112&type=2,維多庭園四房+車位,台北市北投區明德路,建坪 : 54.75坪 , 主 + 陽 : 20.26坪,4房2廳2.0衛,6288萬6988 萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02414903.html?city=Taipei&zip=111&type=2,天映月忠誠一層一戶豪邸,台北市士林區忠誠路一段,建坪 : 120.97坪 , 主 + 陽 : 58.99坪,4房2廳3.0衛,13980萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02281855.html?city=Taipei&zip=104&type=2,中山北路捷運美套,台北市中山區中山北路一段,建坪 : 9.25坪 , 主 + 附 : 6.35坪,0房0廳1.0衛,920萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02366680.html?city=Taipei&zip=103&type=1,MRT圓山站4房美寓,台北市大同區哈密街,建坪 : 20.18坪 , 主 + 陽 : 20.18坪,3房2廳1.0衛,1338萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02255930.html?city=Taipei&zip=108&type=1,近寶興街美寓二樓,台北市萬華區西園路二段,建坪 : 24.61坪 , 主 + 陽 : 24.61坪,3房2廳1.0衛,1300萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02350420.html?city=Taipei&zip=114&type=2,遠雄紐約精品質感小宅,台北市內湖區新豐街,建坪 : 38.02坪 , 主 + 陽 : 18.33坪,1房2廳1.0衛,3588萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02317353.html?city=Taipei&zip=106&type=2,302全家邊間收租店面,台北市大安區建國南路一段,建坪 : 32.00坪 , 主 + 附 : 32.00坪,0房1廳1.0衛,9300萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02406343.html?city=Taipei&zip=111&type=2,陽明爵仕質感三房車位美宅,台北市士林區天母北路,建坪 : 55.17坪 , 主 + 陽 : 33.69坪,3房2廳2.0衛,4988萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02362109.html?city=Taipei&zip=111&type=2,稀有北士科大坪數住辦可拆賣,台北市士林區文林路,建坪 : 470.27坪 , 主 + 陽 : 317.92坪,25房7廳7.0衛,33300萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02405492.html?city=Taipei&zip=114&type=4,濱湖王子御苑,台北市內湖區內湖路二段,建坪 : 47.28坪 , 主 + 陽 : 40.56坪,2房2廳2.5衛,4988萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02362103.html?city=Taipei&zip=111&type=2,北士科優質住辦H,台北市士林區文林路,建坪 : 60.18坪 , 主 + 陽 : 40.56坪,4房1廳0.0衛,4280萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02362107.html?city=Taipei&zip=111&type=2,北士科優質住辦G,台北市士林區文林路,建坪 : 60.18坪 , 主 + 陽 : 40.56坪,4房1廳0.0衛,4280萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02363747.html?city=Taipei&zip=104&type=1,合江街邊間三樓美寓,台北市中山區合江街,建坪 : 29.16坪 , 主 + 陽 : 29.16坪,3房2廳2.0衛,2288萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02401814.html?city=Taipei&zip=106&type=2,北市大安區A級微商辦,台北市大安區復興南路二段,建坪 : 30.94坪 , 主建物 : 12.93坪,0房0廳0.0衛,4268萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02362102.html?city=Taipei&zip=111&type=2,北士科優質住辦F,台北市士林區文林路,建坪 : 60.53坪 , 主 + 陽 : 41.40坪,2房0廳1.0衛,4310萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02369929.html?city=Taipei&zip=115&type=2,亞瑪森高樓露台戶B,台北市南港區向陽路,建坪 : 79.79坪 , 主 + 陽 : 48.65坪,4房2廳3.0衛,6600萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02369829.html?city=Taipei&zip=114&type=1,綠意國會山莊樓中樓,台北市內湖區大湖山莊街,建坪 : 65.82坪 , 主 + 附 : 56.39坪,4房3廳4.0衛,4500萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02309606.html?city=Taipei&zip=108&type=2,【西門捷運電梯辦公】高投報,台北市萬華區成都路,建坪 : 50.99坪 , 主 + 陽 : 38.40坪,0房2廳0.0衛,2498萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02338698.html?city=Taipei&zip=104&type=1,民權東路金店面,台北市中山區民權東路二段,建坪 : 30.38坪 , 主 + 陽 : 27.75坪,0房0廳0.0衛,3680萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TF02337368.html?city=Taipei&zip=103&type=2,京站旁高樓住辦9,台北市大同區承德路一段,建坪 : 12.78坪 , 主建物 : 10.25坪,1房1廳1.0衛,1535萬
2024/11/28 09:18,https://www.twhg.com.tw/house_TA02220660.html?city=Taipei&zip=105&type=1,南京三民捷運商圈美寓,台北市松山區南京東路五段,建坪 : 29.04坪 , 主建物 : 29.04坪,3房2廳2.0衛,2468萬
